,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,PC1_ProGeorgia,PC2_ProWest,TrustScore
356,2019-10-19,15,1,1,3,90501425,70,2,0,4,8,2,2,2,1,4,4,4,2,3,5,4,4,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,356,2019-10-19,15.0,28.4,11.27,25.296,57.288,35.39,0.4966666666666666,0.39005620797216717,1.7045382881357114,0.33194841438925576
358,2019-10-19,16,1,1,3,150802710,60,2,0,3,8,4,2,4,3,2,1,1,3,3,2,4,4,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,358,2019-10-19,16.0,25.985,15.08,22.512,54.452,40.99,0.4966666666666666,0.268591343665466,-0.8119920795209538,0.22857851977782934
359,2019-10-19,16,1,1,3,20205110,37,2,0,2,2,3,3,3,2,2,2,4,3,5,3,3,4,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,359,2019-10-19,16.0,25.985,15.08,22.512,54.452,40.99,0.4966666666666666,0.6060493844471484,-0.10793970372746427,0.5157644670102792
360,2019-10-19,16,1,1,3,60302915,21,2,0,1,1,2,2,2,1,4,2,3,2,3,4,4,4,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,360,2019-10-19,16.0,25.985,15.08,22.512,54.452,40.99,0.4966666666666666,-0.08181859479896136,0.7809605616652779,-0.06962984374039308
361,2019-10-19,16,1,1,3,170900923,38,2,0,3,1,2,2,2,2,2,2,2,2,4,4,2,2,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,361,2019-10-19,16.0,25.985,15.08,22.512,54.452,40.99,0.4966666666666666,-0.7544189161114427,-0.392939450286435,-0.6420309634100836
365,2019-10-19,17,1,1,3,20206914,66,2,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,365,2019-10-19,17.0,22.0175,12.423333333333334,25.108,68.088,48.105,0.4466666666666666,0.6034318415879579,-0.1199231255124166,0.5135368670286731
366,2019-10-19,17,1,1,3,30205804,33,2,1,4,2,3,2,3,2,4,3,3,3,3,4,4,2,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,366,2019-10-19,17.0,22.0175,12.423333333333334,25.108,68.088,48.105,0.4466666666666666,0.5088244665948038,0.25894305167403486,0.4330234244103
367,2019-10-19,17,1,1,3,60302917,63,1,0,1,-1,2,2,3,4,3,3,2,3,4,3,4,4,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,367,2019-10-19,17.0,22.0175,12.423333333333334,25.108,68.088,48.105,0.4466666666666666,0.5543293101214164,0.04218308584984477,0.47174928070219135
368,2019-10-19,17,1,1,3,30205318,50,2,1,3,2,2,2,3,2,3,3,3,3,4,3,3,3,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,368,2019-10-19,17.0,22.0175,12.423333333333334,25.108,68.088,48.105,0.4466666666666666,0.10326626808632532,0.03216482463073243,0.08788239553822848
369,2019-10-19,17,1,1,3,130608814,37,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,369,2019-10-19,17.0,22.0175,12.423333333333334,25.108,68.088,48.105,0.4466666666666666,-3.0861732612145727,-0.8984392287564125,-2.6264171666863887
371,2019-10-19,18,1,1,3,30205807,50,1,1,2,2,2,2,2,1,4,3,3,2,3,4,5,3,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,371,2019-10-19,18.0,25.1125,12.666666666666666,28.334000000000003,71.628,53.265,0.4166666666666667,-0.01802937221654196,1.12897680437969,-0.015343484855243906
372,2019-10-19,18,1,1,3,180903912,56,2,1,3,1,3,3,3,1,3,2,3,3,5,3,2,2,1,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,372,2019-10-19,18.0,25.1125,12.666666666666666,28.334000000000003,71.628,53.265,0.4166666666666667,0.0890235855081899,-0.809236748823233,0.07576148629019805
373,2019-10-19,18,9,2,3,707904709,60,1,0,1,2,1,1,1,4,3,1,3,1,4,1,2,2,9,51.57,3.065,37.575,79.785,43.19,0.22,43.84,5.985,35.105000000000004,77.215,41.48,0.31,51.79,1.87,32.015,77.975,45.09,0.57,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,373,2019-10-19,18.0,107.28,2.165,31.65,66.52000000000001,32.66,0.05,-1.574143344549512,-1.0215266805072312,-1.3396386894113896
374,2019-10-19,19,9,2,3,707906814,62,1,0,2,2,4,2,4,4,3,1,3,4,4,3,3,4,9,51.57,3.065,37.575,79.785,43.19,0.22,43.84,5.985,35.105000000000004,77.215,41.48,0.31,51.79,1.87,32.015,77.975,45.09,0.57,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,374,2019-10-19,19.0,107.04,2.145,37.16,84.66499999999999,37.32,0.03,1.1820937708670793,-0.9952261241659571,1.005993866726877
375,2019-10-20,12,1,1,3,150802712,21,2,0,3,1,4,2,1,1,4,2,2,2,2,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,375,2019-10-20,12.0,32.542500000000004,10.54,32.37,66.054,17.575,0.49,-0.10598846198994959,0.7678934121849628,-0.09019905639761074
377,2019-10-20,12,1,1,3,90500210,35,2,0,2,2,4,2,3,3,4,3,3,3,3,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,377,2019-10-20,12.0,32.542500000000004,10.54,32.37,66.054,17.575,0.49,1.1320294033492737,0.4581217508562825,0.9633877318281792
378,2019-10-20,13,1,1,3,180909301,80,2,0,1,8,3,3,3,3,3,3,3,3,5,3,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,378,2019-10-20,13.0,19.905,9.335,27.81,56.084,23.4775,0.5,0.9975043522647888,0.09128925546603575,0.8489032639734468
380,2019-10-20,13,1,1,3,150802713,20,1,1,3,1,3,2,2,2,3,3,2,4,3,3,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,380,2019-10-20,13.0,19.905,9.335,27.81,56.084,23.4775,0.5,0.3522518983691493,0.40242013246947894,0.29977592136564074
382,2019-10-20,13,1,1,3,170902907,57,2,1,1,8,3,1,2,2,2,1,3,1,3,2,4,2,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,382,2019-10-20,13.0,19.905,9.335,27.81,56.084,23.4775,0.5,-1.166779867585715,-0.15466663973569839,-0.9929613196004325
383,2019-10-20,13,1,1,3,150802612,79,2,0,1,1,2,2,2,1,2,2,2,2,5,2,2,1,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,383,2019-10-20,13.0,19.905,9.335,27.81,56.084,23.4775,0.5,-1.3167174395298322,-0.907491807076437,-1.1205622608160029
385,2019-10-20,14,1,1,3,90702507,60,1,0,1,2,5,5,5,5,5,1,3,5,5,3,5,5,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,385,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,3.349287338848232,-1.188562475209288,2.850334384484437
387,2019-10-20,14,1,1,3,60306921,21,2,0,1,1,2,3,3,3,4,3,2,3,4,4,4,5,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,387,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,1.0658710699860303,0.41995662451519683,0.9070851953995538
389,2019-10-20,14,1,1,3,80505216,60,1,0,3,2,1,1,1,1,1,1,1,3,5,1,1,1,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,389,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,-2.3527208859342785,-1.5709954259230747,-2.0022292983017893
390,2019-10-20,14,1,1,3,60301103,39,1,0,3,2,1,1,1,1,3,1,1,1,3,1,1,1,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,390,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,-2.634989398806716,-1.2340292730521725,-2.2424474601076
391,2019-10-20,14,1,1,3,90702509,22,1,1,3,1,3,1,1,1,5,3,3,3,5,3,1,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,391,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,-0.20564927366920227,-0.05953389208522047,-0.17501311072496753
392,2019-10-20,14,1,1,3,90500220,25,2,0,2,5,1,3,1,1,4,4,4,1,4,4,3,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,392,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,-0.1959044479976316,1.3936112465425072,-0.1667199997218261
393,2019-10-20,14,1,1,3,20206918,40,2,0,3,2,3,1,2,1,2,3,2,2,2,3,2,1,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,393,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,-1.3177120212898308,-0.07287181876166056,-1.121408676874674
394,2019-10-20,14,9,2,3,707907907,57,2,0,2,2,2,2,2,2,2,2,3,2,5,2,4,3,9,38.08,2.105,40.875,80.35,42.34,0.36,51.57,3.065,37.575,79.785,43.19,0.22,43.84,5.985,35.105000000000004,77.215,41.48,0.31,51.79,1.87,32.015,77.975,45.09,0.57,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,394,2019-10-20,14.0,17.19,2.155,37.83,61.29,26.56,0.14,-0.5401677789691927,-0.016709768026620827,-0.4596974335190794
395,2019-10-20,14,1,1,3,120610014,68,1,0,3,2,4,3,4,3,5,3,3,4,4,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,395,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,1.9981075893614109,-0.02340792433551317,1.700443763005015
396,2019-10-20,14,1,1,3,180909304,63,2,0,1,6,3,3,4,5,4,4,3,4,5,2,5,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,396,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,1.926946455142113,-0.10788780336221242,1.6398837073324166
397,2019-10-20,14,1,1,3,60306923,45,2,1,2,5,1,2,5,1,3,2,1,3,5,2,2,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,397,2019-10-20,14.0,22.6025,10.26,27.02,57.938,30.0075,0.5133333333333333,-0.2505435580518686,-0.9749871222749115,-0.2132193646221746
398,2019-10-20,15,1,1,3,110601606,58,2,0,3,6,4,3,3,3,3,3,4,2,5,3,2,2,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,398,2019-10-20,15.0,24.1175,10.25,24.756,59.026,36.555,0.5233333333333333,0.6034748338636764,-0.5792665708040642,0.5135734546215995
400,2019-10-20,15,1,1,3,170902919,72,2,0,1,1,2,2,2,3,3,1,2,2,5,2,2,1,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,400,2019-10-20,15.0,24.1175,10.25,24.756,59.026,36.555,0.5233333333333333,-0.925990179093633,-1.5386634379109831,-0.7880427625756131
401,2019-10-20,15,1,1,3,170900801,80,1,0,1,8,2,2,2,2,3,2,3,3,4,3,2,2,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,401,2019-10-20,15.0,24.1175,10.25,24.756,59.026,36.555,0.5233333333333333,-0.43230377843306805,-0.5758305431265814,-0.3679022429392557
404,2019-10-20,15,1,1,3,20206919,73,2,0,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,404,2019-10-20,15.0,24.1175,10.25,24.756,59.026,36.555,0.5233333333333333,-1.0907601721254538,-0.5631452294603844,-0.9282664965092222
405,2019-10-20,15,1,1,3,211003703,20,2,0,4,1,3,3,3,3,3,4,2,3,4,3,5,5,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,405,2019-10-20,15.0,24.1175,10.25,24.756,59.026,36.555,0.5233333333333333,1.1334692780354594,0.7923460650156343,0.9646131042468966
409,2019-10-20,16,1,1,3,140700215,37,2,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,409,2019-10-20,16.0,24.19,10.0,24.792,54.022000000000006,42.0975,0.5233333333333333,0.6034318415879579,-0.1199231255124166,0.5135368670286731
