,Unnamed: 0,INT_DATE,STRATUM,COUNTRY,ID,AGE,RESPSEX,RESEMPL,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,hour,NO2,SO2,PM2.5,PM10,O3,CO,SO2_Daily,PM2.5_Daily,PM10_Daily,O3_Daily,CO_Daily,PC1
112,112,2017-09-24,1,3,1306062018,55,2,1,1,4,3,1,3,3,17,43.0,20.0,17.666666666666668,57.66666666666666,66.38,0.4100000000000001,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-0.2392682195905745
113,113,2017-09-24,1,3,1006106020,24,2,0,3,3,3,4,4,4,17,43.0,20.0,17.666666666666668,57.66666666666666,66.38,0.4100000000000001,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,2.225802633329918
114,114,2017-09-24,1,3,1709018008,29,2,1,3,1,3,3,3,4,17,43.0,20.0,17.666666666666668,57.66666666666666,66.38,0.4100000000000001,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,1.1582872668350621
115,115,2017-09-24,1,3,1909066021,34,2,0,3,7,4,3,3,4,17,43.0,20.0,17.666666666666668,57.66666666666666,66.38,0.4100000000000001,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,1.6197704649949791
116,116,2017-09-24,1,3,1005030002,57,2,1,3,2,3,3,3,3,17,43.0,20.0,17.666666666666668,57.66666666666666,66.38,0.4100000000000001,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,0.8307959164635839
117,117,2017-09-24,1,3,1206049008,84,1,0,3,4,4,4,3,3,17,43.0,20.0,17.666666666666668,57.66666666666666,66.38,0.4100000000000001,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,1.82731118265058
118,118,2017-09-24,1,3,1006106002,55,2,0,3,2,1,1,1,1,18,31.5,22.0,20.0,67.66666666666667,69.625,0.3933333333333333,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-2.882183913588918
119,119,2017-09-24,1,3,1306067011,62,2,1,3,2,3,4,4,4,18,31.5,22.0,20.0,67.66666666666667,69.625,0.3933333333333333,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,2.225802633329918
120,120,2017-09-24,1,3,1306062019,52,2,1,3,2,3,3,2,5,18,31.5,22.0,20.0,67.66666666666667,69.625,0.3933333333333333,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,0.9532953187387637
121,121,2017-09-24,1,3,1809051014,40,2,0,3,2,3,2,2,2,18,31.5,22.0,20.0,67.66666666666667,69.625,0.3933333333333333,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-0.5642108004027505
122,122,2017-09-24,1,3,1909066022,31,1,1,3,4,1,2,1,1,18,31.5,22.0,20.0,67.66666666666667,69.625,0.3933333333333333,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-2.347151845561839
123,123,2017-09-24,1,3,1206049009,55,1,0,3,4,1,2,2,3,18,31.5,22.0,20.0,67.66666666666667,69.625,0.3933333333333333,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-1.1596858463511057
124,124,2017-09-24,1,3,1006106008,29,2,0,3,4,5,4,4,4,19,47.5,18.0,19.0,71.0,68.06,0.4033333333333334,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,3.1487690296497512
125,125,2017-09-24,1,3,1809051015,56,2,1,2,2,2,2,2,2,19,47.5,18.0,19.0,71.0,68.06,0.4033333333333334,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-1.0256939985626672
126,126,2017-09-24,1,3,1206049010,65,1,0,3,4,1,2,3,3,19,47.5,18.0,19.0,71.0,68.06,0.4033333333333334,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-0.627202547883329
127,127,2017-09-24,1,3,1006106009,46,2,1,3,5,1,2,2,4,19,47.5,18.0,19.0,71.0,68.06,0.4033333333333334,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-0.8321944959796274
128,128,2017-09-24,1,3,1006106013,28,1,1,3,5,1,1,1,1,20,38.5,18.0,17.666666666666668,67.0,65.69,0.41,17.44333333333333,20.80666666666667,55.723333333333336,69.625,0.68,-2.882183913588918
129,129,2017-09-25,1,3,2010023011,64,1,0,1,4,3,3,3,2,10,34.5,15.333333333333334,30.666666666666668,113.0,29.75,0.4433333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.5033045660921055
130,130,2017-09-25,1,3,2010023008,54,1,0,2,1,2,2,2,2,11,35.0,17.666666666666668,34.333333333333336,115.0,31.0,0.39,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.0256939985626672
131,131,2017-09-25,1,3,302038006,80,1,0,2,2,3,4,4,2,11,35.0,17.666666666666668,34.333333333333336,115.0,31.0,0.39,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.5708199325869616
132,132,2017-09-25,1,3,1306079004,38,2,0,1,3,3,3,3,4,12,43.5,14.666666666666666,29.666666666666668,103.0,33.315,0.42,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.1582872668350621
133,133,2017-09-25,1,3,302038011,71,2,1,3,2,4,3,5,2,12,43.5,14.666666666666666,29.666666666666668,103.0,33.315,0.42,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,2.029754361187576
134,134,2017-09-25,1,3,2010023022,80,1,0,2,4,3,3,3,3,13,20.0,16.666666666666668,23.666666666666668,87.66666666666667,38.125,0.4333333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8307959164635839
135,135,2017-09-25,1,3,2110059024,53,1,1,4,2,3,1,4,4,13,20.0,16.666666666666668,23.666666666666668,87.66666666666667,38.125,0.4333333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.6207064292486801
136,136,2017-09-25,1,3,302038013,79,2,0,3,2,2,2,2,2,13,20.0,16.666666666666668,23.666666666666668,87.66666666666667,38.125,0.4333333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.0256939985626672
137,137,2017-09-25,1,3,2010013008,41,2,0,2,2,3,2,4,3,14,28.0,18.0,23.0,84.33333333333333,41.685,0.4533333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8282471469042811
138,138,2017-09-25,1,3,2110039020,28,2,0,3,4,1,-1,-1,1,14,28.0,18.0,23.0,84.33333333333333,41.685,0.4533333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,
139,139,2017-09-25,1,3,101028001,52,2,0,1,8,1,4,4,5,14,28.0,18.0,23.0,84.33333333333333,41.685,0.4533333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.6303275873815628
140,140,2017-09-25,1,3,302038014,29,1,1,3,1,4,4,4,3,14,28.0,18.0,23.0,84.33333333333333,41.685,0.4533333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,2.359794481118356
141,141,2017-09-25,1,3,1306079010,71,1,0,1,2,1,1,1,1,14,28.0,18.0,23.0,84.33333333333333,41.685,0.4533333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.882183913588918
142,142,2017-09-25,1,3,2010013009,35,2,0,3,5,2,2,-1,2,14,28.0,18.0,23.0,84.33333333333333,41.685,0.4533333333333333,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,
143,143,2017-09-25,1,3,2110039023,34,1,0,3,1,1,1,1,1,15,37.5,17.666666666666668,24.666666666666668,82.0,45.62,0.48,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.882183913588918
144,144,2017-09-25,1,3,1809039011,56,1,1,1,4,3,3,3,3,15,37.5,17.666666666666668,24.666666666666668,82.0,45.62,0.48,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8307959164635839
145,145,2017-09-25,1,3,1709001018,32,2,0,1,-3,1,1,1,3,15,37.5,17.666666666666668,24.666666666666668,82.0,45.62,0.48,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.2272012128459617
146,146,2017-09-25,1,3,2010013011,33,2,0,3,6,3,2,2,2,15,37.5,17.666666666666668,24.666666666666668,82.0,45.62,0.48,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-0.5642108004027505
147,147,2017-09-25,1,3,1909066014,60,2,0,2,2,2,2,2,4,15,37.5,17.666666666666668,24.666666666666668,82.0,45.62,0.48,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-0.3707112978197104
148,148,2017-09-25,1,3,1809051012,33,2,0,3,5,3,3,3,3,16,46.5,17.666666666666668,25.666666666666668,80.33333333333333,49.25,0.5066666666666667,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8307959164635839
149,149,2017-09-25,1,3,2110039016,54,2,1,3,2,2,1,1,1,16,46.5,17.666666666666668,25.666666666666668,80.33333333333333,49.25,0.5066666666666667,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.4207007154290014
150,150,2017-09-25,1,3,1709001021,52,1,1,1,6,1,1,1,1,16,46.5,17.666666666666668,25.666666666666668,80.33333333333333,49.25,0.5066666666666667,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.882183913588918
151,151,2017-09-25,1,3,2110039012,26,1,1,3,2,1,1,1,1,16,46.5,17.666666666666668,25.666666666666668,80.33333333333333,49.25,0.5066666666666667,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.882183913588918
152,152,2017-09-25,1,3,1909066024,75,2,0,3,8,2,3,3,4,16,46.5,17.666666666666668,25.666666666666668,80.33333333333333,49.25,0.5066666666666667,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.6968040686751454
153,153,2017-09-25,1,3,101028008,27,1,1,1,4,4,3,3,3,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.2922791146235009
154,154,2017-09-25,1,3,2110037022,18,2,0,2,1,3,3,3,3,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8307959164635839
155,155,2017-09-25,1,3,1809051017,18,2,0,1,1,3,3,3,1,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.1758132157206273
156,156,2017-09-25,1,3,1809033001,31,2,0,1,2,3,3,3,3,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8307959164635839
157,157,2017-09-25,1,3,1809039014,20,2,0,1,1,1,1,1,4,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.8997098624744833
158,158,2017-09-25,1,3,1106036001,55,1,0,1,1,-1,4,4,4,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,
159,159,2017-09-25,1,3,2110039007,21,2,0,3,1,3,2,3,4,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.6232551988079826
160,160,2017-09-25,1,3,2010013016,72,2,0,3,1,2,2,3,3,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-0.16571934972341207
161,161,2017-09-25,1,3,1909066023,63,2,0,3,8,1,2,1,4,17,62.0,17.333333333333332,26.666666666666668,82.66666666666667,50.875,0.53,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.364677794447404
162,162,2017-09-25,1,3,2110037024,60,2,0,3,8,2,2,2,2,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.0256939985626672
163,163,2017-09-25,1,3,101028011,66,2,0,1,2,4,-1,-1,4,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,
164,164,2017-09-25,1,3,1106036003,95,2,0,3,8,1,2,2,2,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.4871771967225837
165,165,2017-09-25,1,3,1809039015,70,1,0,2,4,3,3,3,4,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.1582872668350621
166,166,2017-09-25,1,3,1809051022,49,2,0,1,8,2,1,2,2,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.5607260665897464
167,167,2017-09-25,1,3,1809033003,68,2,0,1,8,3,3,5,1,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.2407798126561804
168,168,2017-09-25,1,3,2110037018,43,2,0,3,2,5,5,5,5,18,63.0,16.0,26.0,88.0,51.315,0.5366666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,4.543775746516086
169,169,2017-09-25,1,3,1709018009,43,2,1,3,1,3,3,3,3,19,38.0,15.333333333333334,24.33333333333333,83.66666666666667,51.88,0.5266666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,0.8307959164635839
170,170,2017-09-25,1,3,101028012,21,2,0,1,1,1,1,3,3,19,38.0,15.333333333333334,24.33333333333333,83.66666666666667,51.88,0.5266666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-1.162234615910408
171,171,2017-09-25,1,3,1809039016,50,2,0,2,8,1,1,1,1,19,38.0,15.333333333333334,24.33333333333333,83.66666666666667,51.88,0.5266666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,-2.882183913588918
172,172,2017-09-25,1,3,1106036014,33,2,1,3,1,3,3,3,4,20,57.0,16.666666666666668,26.666666666666668,96.66666666666669,49.81,0.5466666666666666,27.166666666666668,19.52,61.446666666666665,54.44,0.6933333333333334,1.1582872668350621
173,173,2017-09-26,1,3,1106078014,66,1,0,3,2,2,2,3,3,12,34.0,11.0,22.33333333333333,66.66666666666667,39.75,0.4233333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.16571934972341207
174,174,2017-09-26,1,3,907035002,67,2,0,4,8,2,2,2,3,12,34.0,11.0,22.33333333333333,66.66666666666667,39.75,0.4233333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.6982026481911888
175,175,2017-09-26,1,3,1106078018,36,2,0,1,2,2,2,1,4,13,33.5,10.333333333333334,21.33333333333333,66.33333333333333,40.75,0.4533333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.9031945962874873
176,176,2017-09-26,1,3,907035005,60,1,1,1,4,2,2,3,3,14,28.0,11.333333333333334,23.0,79.66666666666667,41.25,0.4866666666666666,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.16571934972341207
177,177,2017-09-26,1,3,101028024,53,2,1,1,2,5,5,5,5,14,28.0,11.333333333333334,23.0,79.66666666666667,41.25,0.4866666666666666,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,4.543775746516086
178,178,2017-09-26,1,3,1809033009,32,2,0,3,4,3,3,4,4,14,28.0,11.333333333333334,23.0,79.66666666666667,41.25,0.4866666666666666,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,1.6907705653028389
179,179,2017-09-26,1,3,2110065022,18,2,0,3,2,1,1,1,2,14,28.0,11.333333333333334,23.0,79.66666666666667,41.25,0.4866666666666666,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.55469256321744
180,180,2017-09-26,1,3,2010013019,50,2,0,4,2,3,2,2,4,14,28.0,11.333333333333334,23.0,79.66666666666667,41.25,0.4866666666666666,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,0.09077190034020599
181,181,2017-09-26,1,3,1508025010,35,2,0,3,4,4,1,1,1,14,28.0,11.333333333333334,23.0,79.66666666666667,41.25,0.4866666666666666,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-1.4977343191091679
182,182,2017-09-26,1,3,1909067002,50,1,1,3,5,-1,2,1,2,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,
183,183,2017-09-26,1,3,1809033010,55,2,0,3,7,1,2,2,3,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-1.1596858463511057
184,184,2017-09-26,1,3,1306067013,80,2,0,2,8,2,1,1,1,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.4207007154290014
185,185,2017-09-26,1,3,2110065024,19,2,0,1,1,3,3,3,3,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,0.8307959164635839
186,186,2017-09-26,1,3,2010013020,26,2,1,3,2,2,2,1,4,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.9031945962874873
187,187,2017-09-26,1,3,1709018010,52,2,0,3,7,3,2,3,2,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.03172750193497384
188,188,2017-09-26,1,3,403025010,84,2,0,1,8,-1,3,3,2,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,
189,189,2017-09-26,1,3,1508025013,32,2,0,1,5,4,3,3,3,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,1.2922791146235009
190,190,2017-09-26,1,3,1106036023,83,2,0,3,1,4,3,3,3,15,37.0,12.333333333333334,21.0,75.66666666666667,43.315,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,1.2922791146235009
191,191,2017-09-26,1,3,1909067004,63,2,1,1,1,3,3,3,4,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,1.1582872668350621
192,192,2017-09-26,1,3,1508025015,78,1,0,1,2,1,1,1,1,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.882183913588918
193,193,2017-09-26,1,3,2010023020,77,1,1,1,2,3,3,3,4,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,1.1582872668350621
194,194,2017-09-26,1,3,1709018012,27,2,0,3,2,3,2,2,2,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.5642108004027505
195,195,2017-09-26,1,3,1306067022,23,2,1,2,2,4,4,4,2,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,2.032303130746878
196,196,2017-09-26,1,3,1106036024,38,1,1,1,1,3,3,3,1,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,0.1758132157206273
197,197,2017-09-26,1,3,403025015,40,2,0,3,4,4,4,4,4,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,2.6872858314898345
198,198,2017-09-26,1,3,2010013023,35,2,0,3,4,4,3,3,4,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,1.6197704649949791
199,199,2017-09-26,1,3,1809033007,52,1,1,1,4,3,3,3,3,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,0.8307959164635839
200,200,2017-09-26,1,3,1809039018,25,2,0,1,4,3,1,1,1,16,33.5,11.333333333333334,22.0,65.66666666666667,46.185,0.5099999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-1.9592175172690842
201,201,2017-09-26,1,3,2010023021,62,1,1,1,2,1,2,2,4,17,43.0,11.0,21.33333333333333,65.0,48.12,0.5033333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.8321944959796274
202,202,2017-09-26,1,3,1508025017,63,2,0,3,8,2,1,1,3,17,43.0,11.0,21.33333333333333,65.0,48.12,0.5033333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-1.7657180146860445
203,203,2017-09-26,1,3,1909067007,23,1,1,1,1,2,2,3,2,17,43.0,11.0,21.33333333333333,65.0,48.12,0.5033333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-0.49321070009489054
204,204,2017-09-26,1,3,1809039019,21,2,0,3,1,2,1,1,2,17,43.0,11.0,21.33333333333333,65.0,48.12,0.5033333333333333,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.0932093650575228
205,205,2017-09-26,1,3,1306068001,42,2,1,3,2,2,-1,-1,2,18,47.0,11.0,22.0,72.33333333333333,48.125,0.5266666666666667,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,
206,206,2017-09-26,1,3,2210085007,75,1,0,3,4,4,4,4,3,18,47.0,11.0,22.0,72.33333333333333,48.125,0.5266666666666667,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,2.359794481118356
207,207,2017-09-26,1,3,2210085006,69,1,0,1,4,5,5,5,5,18,47.0,11.0,22.0,72.33333333333333,48.125,0.5266666666666667,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,4.543775746516086
208,208,2017-09-26,1,3,704003002,77,2,1,3,1,1,1,1,1,18,47.0,11.0,22.0,72.33333333333333,48.125,0.5266666666666667,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.882183913588918
209,209,2017-09-26,1,3,1909067008,38,2,0,3,7,3,3,3,3,18,47.0,11.0,22.0,72.33333333333333,48.125,0.5266666666666667,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,0.8307959164635839
210,210,2017-09-26,1,3,1809039017,30,1,0,1,6,1,1,1,2,18,47.0,11.0,22.0,72.33333333333333,48.125,0.5266666666666667,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.55469256321744
211,211,2017-09-26,1,3,1909067009,23,1,0,1,1,2,1,2,3,19,63.0,13.666666666666666,24.666666666666668,84.0,47.44,0.5499999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-1.2332347162182682
212,212,2017-09-26,1,3,302038009,21,1,0,3,1,3,3,3,3,19,63.0,13.666666666666666,24.666666666666668,84.0,47.44,0.5499999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,0.8307959164635839
213,213,2017-09-26,1,3,2210085014,65,2,1,1,8,1,1,1,3,19,63.0,13.666666666666666,24.666666666666668,84.0,47.44,0.5499999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-2.2272012128459617
214,214,2017-09-26,1,3,1306068002,35,1,0,3,2,2,2,2,2,19,63.0,13.666666666666666,24.666666666666668,84.0,47.44,0.5499999999999999,24.15333333333333,23.71333333333333,75.74333333333333,50.935,0.7400000000000001,-1.0256939985626672
215,215,2017-09-27,1,3,1206049013,32,2,0,3,4,3,2,4,4,12,41.5,14.0,18.666666666666668,53.66666666666666,40.625,0.4266666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,1.1557384972757594
216,216,2017-09-27,1,3,1206049014,51,2,0,4,2,4,4,3,3,13,35.0,8.666666666666666,17.333333333333332,56.66666666666666,37.065,0.4666666666666666,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,1.82731118265058
217,217,2017-09-27,1,3,905002004,56,2,0,1,2,4,3,3,3,13,35.0,8.666666666666666,17.333333333333332,56.66666666666666,37.065,0.4666666666666666,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,1.2922791146235009
218,218,2017-09-27,1,3,1005077001,79,2,0,2,8,2,3,3,4,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.6968040686751454
219,219,2017-09-27,1,3,1206049015,24,2,0,2,4,4,3,2,3,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.7597958161557243
220,220,2017-09-27,1,3,603082007,18,2,0,1,1,3,1,1,1,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.9592175172690842
221,221,2017-09-27,1,3,1306068004,63,2,0,3,8,2,2,2,3,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-0.6982026481911888
222,222,2017-09-27,1,3,1508025012,55,2,1,3,5,1,1,1,1,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-2.882183913588918
223,223,2017-09-27,1,3,1005077002,20,1,1,2,1,2,2,2,2,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.0256939985626672
224,224,2017-09-27,1,3,2110035007,50,1,1,3,1,2,2,2,4,14,28.5,8.666666666666666,13.0,47.66666666666666,34.685,0.4966666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-0.3707112978197104
225,225,2017-09-27,1,3,905002006,62,2,0,3,1,2,2,2,3,15,21.5,9.666666666666666,12.333333333333334,50.66666666666666,33.56,0.5133333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-0.6982026481911888
226,226,2017-09-27,1,3,603082008,78,2,1,1,2,1,1,1,1,15,21.5,9.666666666666666,12.333333333333334,50.66666666666666,33.56,0.5133333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-2.882183913588918
227,227,2017-09-27,1,3,1206049016,21,2,1,3,1,3,2,3,3,15,21.5,9.666666666666666,12.333333333333334,50.66666666666666,33.56,0.5133333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.29576384843650455
