,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,TRUST_SCORE
59,2019-10-12,15,1,1,3,10100504,42,2,1,1,5,4,2,4,3,3,2,3,4,5,3,4,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,59,2019-10-12,15.0,32.7025,10.505,14.016,41.462,57.932500000000005,0.4566666666666667,0.9835915184334121
60,2019-10-12,15,1,1,3,150701326,22,1,0,2,1,3,2,3,2,4,3,2,4,3,3,3,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,60,2019-10-12,15.0,32.7025,10.505,14.016,41.462,57.932500000000005,0.4566666666666667,0.5066480535243061
63,2019-10-12,16,9,2,3,687909813,26,2,0,2,2,1,1,1,1,1,3,3,1,5,1,1,4,9,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,63,2019-10-12,16.0,8.81,0.565,9.59,32.605000000000004,34.46,0.1,-1.662943164535147
66,2019-10-12,17,1,1,3,30205301,61,2,0,3,8,2,1,1,1,3,1,1,2,5,1,3,1,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,66,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,-1.5852243466274774
67,2019-10-12,17,1,1,3,80505507,50,2,1,2,2,3,3,3,1,3,4,3,3,3,4,3,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,67,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,0.4525844153475469
68,2019-10-12,17,1,1,3,10100510,64,2,0,3,2,2,2,2,1,2,2,2,2,5,3,1,1,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,68,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,-1.069857060833582
70,2019-10-12,17,1,1,3,40303325,51,2,1,3,2,2,2,2,2,2,4,2,2,4,4,4,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,70,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,-0.07323503064758924
71,2019-10-12,17,1,1,3,180904408,21,2,1,3,1,3,2,2,3,4,3,3,4,3,4,4,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,71,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,0.701663997463267
72,2019-10-12,17,1,1,3,30203617,48,2,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,72,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,0.3730369598803003
73,2019-10-12,18,1,1,3,30205304,26,1,1,1,1,2,1,1,1,3,1,2,2,1,2,1,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,73,2019-10-12,18.0,21.375,8.75,12.384,30.888,60.69,0.4566666666666667,-1.432407802399113
74,2019-10-12,18,1,1,3,120605226,39,1,1,3,2,3,1,3,3,4,1,1,3,4,2,2,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,74,2019-10-12,18.0,21.375,8.75,12.384,30.888,60.69,0.4566666666666667,-0.2720476002836719
75,2019-10-12,18,1,1,3,80505513,61,2,1,1,6,2,3,2,1,2,3,2,4,4,4,3,1,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,75,2019-10-12,18.0,21.375,8.75,12.384,30.888,60.69,0.4566666666666667,-0.17008847162932078
77,2019-10-12,19,1,1,3,30205307,79,2,0,3,8,3,2,3,1,4,2,3,3,5,2,3,2,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,77,2019-10-12,19.0,28.9,9.6675,13.78,30.196,60.18,0.4066666666666667,-0.03598303191100979
78,2019-10-13,12,1,1,3,201011006,25,2,1,3,1,1,1,2,1,4,2,2,1,1,4,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,78,2019-10-13,12.0,24.62,7.75,12.49,32.04600000000001,44.14,0.2733333333333334,-0.835566468382562
79,2019-10-13,13,1,1,3,150801004,46,2,1,3,2,1,1,1,1,2,3,4,1,4,3,3,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,79,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,-1.0215406120535606
80,2019-10-13,13,1,1,3,20201418,25,1,1,4,1,2,2,2,1,2,3,2,2,4,3,4,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,80,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,-0.5488381041596301
81,2019-10-13,13,1,1,3,10100516,52,2,1,1,6,1,1,1,1,2,3,3,1,3,3,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,81,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,-1.0975405449041507
82,2019-10-13,13,1,1,3,170900701,63,2,0,3,2,2,3,4,4,4,2,3,4,4,2,1,2,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,82,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,0.521647488163968
83,2019-10-13,13,1,1,3,201011015,80,2,0,3,8,2,4,4,4,4,2,3,4,4,4,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,83,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,1.505823433449366
85,2019-10-13,14,1,1,3,80505516,57,1,0,1,2,2,1,1,1,3,4,3,2,3,5,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,85,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-0.2617018087030774
86,2019-10-13,14,1,1,3,180904020,37,1,1,1,2,2,2,2,2,2,3,2,2,4,2,2,2,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,86,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-0.8521637805133492
87,2019-10-13,14,1,1,3,221008804,60,1,0,3,2,3,2,2,1,4,4,2,2,4,2,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,87,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-0.08442162486253912
88,2019-10-13,14,1,1,3,211005113,73,1,0,3,2,1,1,1,1,1,1,3,1,4,1,1,1,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,88,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-2.225229714501035
90,2019-10-13,14,1,1,3,150801009,59,2,1,1,2,3,2,3,4,3,3,3,4,4,3,2,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,90,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,0.6204183436039571
95,2019-10-13,15,1,1,3,80505518,64,1,0,4,2,2,1,2,2,5,2,4,2,5,2,3,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,95,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,-0.2522007122177637
96,2019-10-13,15,1,1,3,201011020,60,1,1,1,2,1,3,4,1,5,4,3,5,4,5,5,5,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,96,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,1.5524484642617018
98,2019-10-13,15,1,1,3,10100520,56,1,1,1,2,1,1,2,1,2,3,2,2,4,3,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,98,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,-0.7827480647234117
99,2019-10-13,15,1,1,3,170900704,43,1,0,1,6,4,4,4,2,3,2,3,4,2,4,1,2,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,99,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,0.7803569641725652
100,2019-10-13,15,1,1,3,221008808,84,1,0,3,8,3,4,4,4,4,3,4,4,4,3,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,100,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,1.7037137284971762
101,2019-10-13,15,1,1,3,70400802,34,1,0,3,1,1,1,1,1,3,3,1,1,4,3,5,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,101,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,-1.022621350633627
102,2019-10-13,15,1,1,3,211005116,36,1,1,2,2,1,1,1,1,3,4,4,1,4,4,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,102,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,-0.5806314028610987
104,2019-10-13,16,1,1,3,211004417,81,2,0,1,8,1,1,1,1,1,3,4,1,3,1,3,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,104,2019-10-13,16.0,26.0425,8.3375,13.218,35.558,47.9625,0.3333333333333333,-1.6153680555702605
105,2019-10-13,16,1,1,3,60302906,78,2,0,3,1,1,3,1,2,1,4,3,2,2,4,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,105,2019-10-13,16.0,26.0425,8.3375,13.218,35.558,47.9625,0.3333333333333333,-0.366080651099927
106,2019-10-13,16,1,1,3,80505314,41,1,1,2,2,1,1,3,1,3,4,3,2,2,2,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,106,2019-10-13,16.0,26.0425,8.3375,13.218,35.558,47.9625,0.3333333333333333,-0.5726726369726555
108,2019-10-13,16,1,1,3,70400803,78,2,0,3,8,1,1,3,3,3,3,3,1,3,3,4,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,108,2019-10-13,16.0,26.0425,8.3375,13.218,35.558,47.9625,0.3333333333333333,-0.4606495368433452
113,2019-10-13,16,9,2,3,687909814,35,2,0,2,2,1,1,1,1,1,1,1,1,4,1,1,1,9,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,113,2019-10-13,16.0,12.83,1.155,13.96,34.735,12.71,0.14,-2.4349835667771123
115,2019-10-13,17,1,1,3,10100524,43,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,115,2019-10-13,17.0,30.8575,8.58,15.282,39.092,49.7275,0.3466666666666667,0.5135368670286731
116,2019-10-13,17,1,1,3,180903408,72,2,0,1,8,3,2,3,2,2,2,3,3,3,3,2,2,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,116,2019-10-13,17.0,30.8575,8.58,15.282,39.092,49.7275,0.3466666666666667,-0.22874763135900456
118,2019-10-13,18,1,1,3,120605207,59,1,1,3,2,3,3,3,1,1,3,3,1,1,1,5,1,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,118,2019-10-13,18.0,36.2075,8.25,16.106,42.454,50.615,0.3633333333333333,-0.8518977298133652
119,2019-10-13,18,1,1,3,201002125,73,2,0,3,1,3,3,4,4,4,2,3,4,5,2,4,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,119,2019-10-13,18.0,36.2075,8.25,16.106,42.454,50.615,0.3633333333333333,1.138331864426806
