"INT_DATE","INT_START","SUBSTRATUM","STRATUM","COUNTRY","ID","RESPAGE","RESPSEX","RESPEMP","RESPPOB","RESPMAR","TRUCRTS","TRUPARL","TRUEXEC    ","TRUPRES","TRUHLTH","TRUNGOS","TRUMEDI","TRULOCG","TRURELI","TRUOMB","TRUSTEU","TRUSTUN"
2019-10-24,1960-01-01 11:27:00,2,3,3,251303420,68,2,0,2,-3,1,1,3,3,1,3,3,3,5,3,3,1
2019-10-24,1960-01-01 11:29:00,1,1,3,80505102,25,2,0,3,4,2,3,2,1,3,3,3,2,4,3,3,3
2019-10-24,1960-01-01 11:35:00,3,3,3,676900804,52,2,0,2,2,3,3,3,3,4,3,3,3,4,3,3,3
2019-10-24,1960-01-01 11:40:00,8,2,3,362206710,32,2,0,2,3,4,4,2,2,2,4,3,4,4,4,4,4
2019-10-24,1960-01-01 11:46:00,2,3,3,261502508,56,1,0,1,1,1,2,2,1,3,4,4,2,4,2,4,4
2019-10-24,1960-01-01 11:52:00,2,3,3,241200619,30,2,0,2,4,2,3,-1,4,4,3,4,4,5,3,2,5
2019-10-24,1960-01-01 11:59:00,5,3,3,718104516,65,2,0,1,2,2,2,2,2,2,-1,4,-1,3,-1,2,-1
2019-10-24,1960-01-01 12:05:00,3,3,3,504900413,80,2,0,2,8,3,2,2,3,4,-1,3,4,5,-1,-1,3
2019-10-24,1960-01-01 12:07:00,3,3,3,676900805,71,1,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-24,1960-01-01 12:10:00,2,3,3,433504819,56,1,1,2,2,1,3,2,1,1,5,3,1,-1,4,5,4
2019-10-24,1960-01-01 12:10:00,1,1,3,80505104,27,2,0,1,7,3,1,1,1,2,3,3,1,2,1,5,3
2019-10-24,1960-01-01 12:17:00,1,1,3,100503403,71,2,0,1,8,4,4,4,4,4,-1,-1,4,5,3,5,-1
2019-10-24,1960-01-01 12:22:00,3,3,3,676900806,22,2,0,3,2,-1,2,3,2,-1,4,3,3,4,3,2,2
2019-10-24,1960-01-01 12:23:00,2,3,3,261502208,81,1,0,-3,-3,5,3,4,5,-1,5,5,3,5,-1,-1,5
2019-10-24,1960-01-01 12:29:00,2,3,3,251303421,55,2,0,1,2,4,3,4,4,4,3,3,4,5,4,4,4
2019-10-24,1960-01-01 12:30:00,8,2,3,362206704,42,1,1,1,4,5,5,5,1,5,5,5,5,5,5,5,5
2019-10-24,1960-01-01 12:47:00,3,3,3,504900414,49,2,1,1,1,1,1,1,1,4,4,3,4,5,3,3,-1
2019-10-24,1960-01-01 12:51:00,2,3,3,241200620,56,1,1,1,8,4,2,4,4,5,1,2,4,2,2,3,2
2019-10-24,1960-01-01 12:51:00,1,1,3,80505105,32,2,0,3,5,1,1,1,1,3,4,3,2,4,3,1,3
2019-10-24,1960-01-01 12:55:00,7,2,3,485912002,24,2,0,2,4,3,2,2,1,3,3,3,2,4,3,3,4
2019-10-24,1960-01-01 12:55:00,1,1,3,140702104,52,2,0,1,2,1,2,3,3,4,3,2,4,4,4,1,4
2019-10-24,1960-01-01 13:02:00,3,3,3,676900807,66,1,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-24,1960-01-01 13:16:00,5,3,3,718104517,75,2,0,1,8,3,3,3,4,4,-1,3,4,-1,4,-1,-1
2019-10-24,1960-01-01 13:19:00,7,2,3,485912005,59,1,0,1,4,3,2,3,2,3,-1,3,3,5,3,4,4
2019-10-24,1960-01-01 13:22:00,3,3,3,676900808,63,1,0,3,2,3,2,3,3,4,2,2,3,4,3,4,2
2019-10-24,1960-01-01 13:25:00,5,3,3,718103022,88,2,0,2,8,-1,2,2,2,3,-1,3,3,4,3,-1,-1
2019-10-24,1960-01-01 13:31:00,2,3,3,261502209,31,1,0,-3,-3,5,5,5,4,2,4,4,5,5,-1,3,4
2019-10-24,1960-01-01 13:32:00,3,3,3,504900416,62,2,1,1,2,3,3,3,3,5,3,2,3,5,4,3,3
2019-10-24,1960-01-01 13:34:00,1,1,3,40308502,63,1,1,3,2,2,1,2,1,2,4,4,2,2,4,4,4
2019-10-24,1960-01-01 13:34:00,2,3,3,251303422,43,2,1,3,4,3,3,3,3,3,3,3,3,4,4,3,3
2019-10-24,1960-01-01 13:35:00,1,1,3,80505107,31,2,0,1,5,3,2,2,1,3,3,4,3,4,4,4,3
2019-10-24,1960-01-01 13:36:00,1,1,3,70400805,79,2,0,1,8,1,2,3,2,2,1,3,2,5,3,4,3
2019-10-24,1960-01-01 13:51:00,2,3,3,261502520,56,1,0,1,2,1,1,1,1,4,4,4,4,4,1,1,1
2019-10-24,1960-01-01 13:55:00,3,3,3,676900809,49,1,1,1,2,3,3,2,3,3,3,3,3,2,3,3,2
2019-10-24,1960-01-01 14:02:00,1,1,3,100503414,37,2,1,5,2,1,1,1,1,3,-1,4,1,5,1,5,1
2019-10-24,1960-01-01 14:04:00,2,3,3,241200622,54,1,0,1,5,3,3,3,3,4,4,3,3,5,3,1,5
2019-10-24,1960-01-01 14:11:00,7,2,3,485912008,72,2,0,2,8,1,1,1,3,3,3,1,1,4,1,1,1
2019-10-24,1960-01-01 14:21:00,3,3,3,504900417,61,2,1,1,4,3,3,4,4,4,3,4,3,4,4,3,3
2019-10-24,1960-01-01 14:28:00,1,1,3,80505111,65,2,0,3,1,3,1,1,1,2,3,2,1,5,3,3,3
2019-10-24,1960-01-01 14:41:00,1,1,3,20201604,72,2,0,3,8,2,3,3,2,2,-1,2,2,5,4,4,4
2019-10-24,1960-01-01 14:45:00,1,1,3,201001210,78,2,0,3,8,3,2,2,4,3,3,3,3,4,-1,3,3
2019-10-24,1960-01-01 14:47:00,5,3,3,728301613,57,1,0,1,1,3,3,4,3,4,3,4,3,3,4,4,4
2019-10-24,1960-01-01 14:48:00,1,1,3,70400812,62,1,1,1,4,3,1,1,1,5,4,3,1,5,1,1,4
2019-10-24,1960-01-01 14:50:00,2,3,3,241200621,32,2,0,1,7,3,4,3,3,3,3,4,3,5,3,5,5
2019-10-24,1960-01-01 14:53:00,1,1,3,40308505,20,1,0,3,1,3,3,2,3,4,3,3,3,4,4,4,3
2019-10-24,1960-01-01 15:01:00,3,3,3,676900814,28,1,0,1,1,-1,3,4,2,4,4,3,4,4,4,4,4
2019-10-24,1960-01-01 15:09:00,1,1,3,80505113,42,2,0,3,3,1,1,2,1,1,2,3,1,5,3,5,3
2019-10-24,1960-01-01 15:10:00,1,1,3,140702116,27,1,1,3,5,2,1,1,1,2,2,2,-1,5,5,-1,5
2019-10-24,1960-01-01 15:11:00,2,3,3,261502517,53,1,1,1,2,3,4,4,4,4,2,3,4,4,4,4,4
2019-10-24,1960-01-01 15:17:00,1,1,3,100611119,72,2,0,1,2,2,3,-1,2,3,2,2,3,3,3,2,2
2019-10-24,1960-01-01 15:23:00,3,3,3,504900418,67,2,1,2,4,2,2,1,1,4,3,2,4,5,2,3,3
2019-10-24,1960-01-01 15:36:00,6,2,3,241200204,65,2,0,2,8,2,3,2,2,3,3,3,3,3,3,4,3
2019-10-24,1960-01-01 15:36:00,1,1,3,201001211,70,2,0,3,1,-1,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1
2019-10-24,1960-01-01 15:37:00,2,3,3,241202905,30,2,0,1,2,3,3,3,3,3,3,4,4,5,3,4,4
2019-10-24,1960-01-01 15:37:00,3,3,3,676900815,50,2,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-24,1960-01-01 15:46:00,1,1,3,70400815,63,2,0,1,8,2,1,1,1,3,3,3,1,4,3,3,3
2019-10-24,1960-01-01 15:48:00,1,1,3,120609804,82,2,0,3,6,-1,-2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2019-10-24,1960-01-01 15:49:00,2,3,3,251303407,63,2,1,2,2,4,4,4,4,4,5,5,5,5,4,3,5
2019-10-24,1960-01-01 15:50:00,9,2,3,707907910,41,2,0,2,2,3,3,3,3,4,-1,3,3,5,3,4,3
2019-10-24,1960-01-01 15:56:00,1,1,3,20201609,72,2,0,3,2,2,3,4,4,4,3,4,4,4,3,3,4
2019-10-24,1960-01-01 15:57:00,5,3,3,728301616,65,2,0,2,8,2,2,2,2,3,3,3,2,5,3,2,3
2019-10-24,1960-01-01 15:58:00,3,3,3,676900817,26,2,0,3,4,3,2,2,2,5,2,2,2,4,3,2,2
2019-10-24,1960-01-01 16:08:00,1,1,3,140702118,36,2,1,3,4,4,3,4,1,4,2,2,4,5,-1,4,-1
2019-10-24,1960-01-01 16:13:00,7,2,3,485912014,48,2,0,1,2,3,3,3,3,4,2,3,3,5,3,3,3
2019-10-24,1960-01-01 16:14:00,1,1,3,120609203,49,1,1,3,2,3,1,1,1,3,4,3,3,-1,3,4,4
2019-10-24,1960-01-01 16:23:00,2,3,3,241200613,32,1,1,2,3,2,3,4,5,4,3,5,5,4,4,4,-1
2019-10-24,1960-01-01 16:23:00,1,1,3,201001216,18,2,0,3,1,2,3,3,-2,4,3,2,-1,5,3,4,4
2019-10-24,1960-01-01 16:23:00,5,3,3,596003418,54,2,1,1,4,1,1,1,1,4,-1,2,3,5,3,-1,-1
2019-10-24,1960-01-01 16:23:00,1,1,3,100611120,38,2,0,1,4,4,2,2,2,2,4,4,4,4,-1,4,4
2019-10-24,1960-01-01 16:25:00,1,1,3,80505123,71,2,0,3,8,2,1,1,1,3,2,4,2,5,1,3,4
2019-10-24,1960-01-01 16:29:00,7,2,3,656708312,70,2,0,2,2,-1,3,-1,3,3,3,-1,3,4,3,-1,3
2019-10-24,1960-01-01 16:30:00,1,1,3,70400814,31,1,1,1,4,2,3,4,3,5,3,4,5,5,4,4,3
2019-10-24,1960-01-01 16:37:00,3,3,3,676900819,50,2,1,1,1,3,3,3,3,3,2,4,3,3,2,3,3
2019-10-24,1960-01-01 16:46:00,6,2,3,241200202,59,1,1,1,4,-1,2,2,2,2,4,4,3,4,2,-1,-1
2019-10-24,1960-01-01 16:46:00,9,2,3,707907909,34,2,1,2,2,2,2,3,2,3,2,3,2,5,3,4,-1
2019-10-24,1960-01-01 16:48:00,7,2,3,656708313,43,2,0,1,4,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-24,1960-01-01 16:51:00,5,3,3,728301617,80,2,0,4,2,3,3,3,3,4,4,3,4,5,-1,3,-1
2019-10-24,1960-01-01 17:00:00,2,3,3,261502212,74,2,0,-3,-3,5,5,5,4,4,4,4,4,5,-1,5,5
2019-10-24,1960-01-01 17:02:00,1,1,3,140702119,65,2,0,3,8,2,1,1,1,2,2,3,2,4,-1,-1,-1
2019-10-24,1960-01-01 17:12:00,2,3,3,241200611,78,2,0,1,8,3,3,3,3,4,3,3,4,4,4,2,3
2019-10-24,1960-01-01 17:18:00,1,1,3,80505125,24,2,1,4,4,3,4,1,3,3,3,4,1,4,3,3,3
2019-10-24,1960-01-01 17:23:00,5,3,3,596003420,65,2,0,1,2,4,4,5,3,5,-1,3,5,5,3,5,4
2019-10-24,1960-01-01 17:40:00,1,1,3,10101720,78,2,0,1,8,3,3,3,4,4,2,3,3,5,4,3,4
2019-10-24,1960-01-01 17:44:00,5,3,3,728301618,46,2,0,2,2,2,2,2,3,3,3,2,3,4,3,3,3
2019-10-24,1960-01-01 17:50:00,9,2,3,707907902,41,1,1,1,2,2,2,2,2,4,3,3,3,5,3,2,3
2019-10-24,1960-01-01 17:53:00,2,3,3,241202921,59,1,1,1,4,-1,2,3,2,2,2,3,3,4,2,2,2
2019-10-24,1960-01-01 17:59:00,6,2,3,241200206,63,2,0,1,2,2,2,2,1,5,4,4,4,4,3,3,3
2019-10-24,1960-01-01 18:36:00,3,3,3,646602508,60,2,1,1,2,1,1,1,1,1,4,3,4,5,4,4,4
2019-10-24,1960-01-01 19:01:00,5,3,3,728301619,83,2,0,2,2,1,2,2,2,3,3,3,3,5,2,2,3
2019-10-24,1960-01-01 19:16:00,9,2,3,718100505,64,2,0,1,8,-1,-1,2,-1,5,-1,4,3,4,-1,-1,-1
2019-10-24,1960-01-01 20:04:00,5,3,3,728301615,62,1,1,1,2,3,3,4,3,3,3,3,3,4,3,3,3
2019-10-24,1960-01-01 20:36:00,7,2,3,505700710,56,1,1,1,2,3,3,3,3,4,3,3,3,5,3,4,4
2019-10-25,1960-01-01 09:24:00,2,3,3,241202920,54,2,1,2,8,-2,2,3,3,3,-1,-1,3,4,-1,3,-1
2019-10-25,1960-01-01 09:48:00,5,3,3,728302909,50,2,0,1,2,3,4,4,3,4,4,3,3,4,3,3,3
2019-10-25,1960-01-01 09:55:00,2,3,3,403204017,55,1,1,1,2,3,1,2,1,3,4,4,3,4,4,4,3
2019-10-25,1960-01-01 10:39:00,6,2,3,241200207,64,2,0,1,6,2,2,4,2,2,2,2,2,5,2,2,1
2019-10-25,1960-01-01 10:40:00,4,3,3,322105814,21,1,1,3,1,-1,3,3,4,4,3,3,4,5,-1,4,4
2019-10-25,1960-01-01 10:44:00,8,2,3,362206501,34,1,0,1,6,1,2,1,1,3,-1,-1,1,5,3,5,3
2019-10-25,1960-01-01 10:53:00,4,3,3,464100801,52,1,0,1,2,4,1,-1,-1,5,5,1,3,5,-1,-1,-1
2019-10-25,1960-01-01 10:57:00,2,3,3,403204019,64,2,0,3,8,-1,1,1,1,3,4,3,-1,5,-1,-1,4
2019-10-25,1960-01-01 11:05:00,5,3,3,728302910,34,2,0,2,2,-1,2,-1,2,-1,-1,-1,-1,4,-1,-1,-1
2019-10-25,1960-01-01 11:27:00,4,3,3,322105815,30,2,0,2,5,-1,4,4,4,4,-1,-1,4,5,-1,-1,-1
2019-10-25,1960-01-01 11:28:00,2,3,3,241202908,74,1,1,1,2,-2,2,3,2,3,-1,3,3,4,-1,3,2
2019-10-25,1960-01-01 11:54:00,6,2,3,241200208,37,2,0,1,4,3,1,1,4,3,3,3,3,3,3,4,4
2019-10-25,1960-01-01 11:56:00,4,3,3,332304714,84,2,0,1,8,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2019-10-25,1960-01-01 12:06:00,5,3,3,728302911,58,2,0,3,2,1,1,1,1,3,2,3,1,4,1,1,1
2019-10-25,1960-01-01 12:13:00,2,3,3,403204020,47,1,1,1,2,-1,1,-1,-1,3,-1,-1,1,1,1,1,1
2019-10-25,1960-01-01 12:16:00,2,3,3,261502214,53,2,0,-3,-3,4,5,1,1,5,4,4,5,5,-1,1,4
2019-10-25,1960-01-01 12:18:00,8,2,3,362206504,67,2,0,2,2,1,1,1,1,5,-1,-1,1,5,-1,3,-1
2019-10-25,1960-01-01 12:19:00,4,3,3,464100806,62,2,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2019-10-25,1960-01-01 12:40:00,4,3,3,322105818,38,2,0,2,3,-1,3,3,3,4,-1,3,4,5,-1,3,3
2019-10-25,1960-01-01 12:46:00,1,1,3,30204607,31,2,1,3,4,3,3,3,3,3,2,3,4,4,4,5,4
2019-10-25,1960-01-01 12:49:00,1,1,3,40305715,82,2,0,2,8,2,3,3,4,3,4,5,4,5,4,4,4
2019-10-25,1960-01-01 12:49:00,1,1,3,140701004,82,2,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-25,1960-01-01 13:10:00,6,2,3,241200211,69,2,0,2,8,4,1,1,1,4,3,4,-1,3,3,3,3
2019-10-25,1960-01-01 13:14:00,5,3,3,728302914,53,1,0,1,2,-1,2,2,2,3,3,3,2,4,-1,4,4
2019-10-25,1960-01-01 13:15:00,8,2,3,362206508,60,1,1,1,2,5,5,5,5,5,3,5,5,5,5,5,5
2019-10-25,1960-01-01 13:17:00,2,3,3,241200902,60,1,1,1,4,1,3,4,3,4,1,3,1,5,2,4,3
2019-10-25,1960-01-01 13:26:00,6,2,3,271600105,58,1,1,1,5,1,3,3,1,3,2,4,2,5,2,5,1
2019-10-25,1960-01-01 13:42:00,4,3,3,322105816,61,2,0,1,4,4,3,3,3,4,3,-1,4,5,-1,3,4
2019-10-25,1960-01-01 13:50:00,2,3,3,261502215,49,2,0,-3,-3,4,5,4,5,4,4,4,4,5,-1,-1,4
2019-10-25,1960-01-01 14:15:00,1,1,3,70400807,37,2,0,3,5,4,3,3,5,3,3,1,5,5,3,2,3
2019-10-25,1960-01-01 14:26:00,1,1,3,30204611,18,2,0,3,-3,4,3,4,1,5,3,3,4,2,5,4,4
2019-10-25,1960-01-01 14:30:00,1,1,3,201001219,27,1,1,1,1,3,2,2,2,3,3,3,3,3,3,3,3
2019-10-25,1960-01-01 14:39:00,2,3,3,241202803,56,1,1,1,2,3,3,3,4,3,1,4,4,5,4,2,3
2019-10-25,1960-01-01 14:44:00,8,2,3,464006709,40,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-25,1960-01-01 14:51:00,1,1,3,20201624,78,2,0,2,8,2,2,3,2,3,2,2,3,4,3,4,4
2019-10-25,1960-01-01 14:56:00,6,2,3,271600108,48,1,1,1,4,2,2,2,2,2,2,2,-1,5,3,3,4
2019-10-25,1960-01-01 14:57:00,1,1,3,140701013,70,2,0,2,8,3,3,3,3,3,3,3,3,5,3,3,3
2019-10-25,1960-01-01 14:59:00,1,1,3,70400819,53,2,0,1,8,2,3,1,2,2,2,2,2,5,3,4,3
2019-10-25,1960-01-01 15:05:00,4,3,3,322105819,37,1,1,2,4,-1,4,-1,4,5,-1,-1,4,5,-1,4,-1
2019-10-25,1960-01-01 15:09:00,2,3,3,241200903,65,2,0,2,2,1,1,2,2,3,4,3,4,4,-1,4,4
2019-10-25,1960-01-01 15:20:00,5,3,3,728300104,90,2,0,2,1,-1,3,3,4,4,-1,-1,3,5,-1,-1,-1
2019-10-25,1960-01-01 15:30:00,4,3,3,464100816,35,1,1,1,2,5,1,1,1,1,1,1,1,5,1,5,1
2019-10-25,1960-01-01 15:37:00,1,1,3,201001224,18,1,0,3,-3,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-25,1960-01-01 15:39:00,2,3,3,241202804,77,1,0,1,2,-1,1,2,2,2,2,3,2,5,4,-1,4
2019-10-25,1960-01-01 15:50:00,4,3,3,322105820,55,1,0,2,3,3,3,3,3,2,3,3,2,5,3,2,3
2019-10-25,1960-01-01 15:54:00,1,1,3,70400804,75,2,0,1,2,1,1,1,1,1,3,3,1,3,3,4,3
2019-10-25,1960-01-01 15:56:00,2,3,3,261502217,26,2,1,-3,-3,5,2,-1,4,-1,4,5,4,5,-1,5,-1
2019-10-25,1960-01-01 16:11:00,1,1,3,30204620,47,1,1,3,2,1,1,1,1,1,3,3,1,1,3,1,1
2019-10-25,1960-01-01 16:11:00,1,1,3,160804906,79,2,0,2,1,3,4,4,4,4,2,3,4,5,4,2,4
2019-10-25,1960-01-01 16:12:00,6,2,3,271600109,78,2,0,1,7,3,3,3,3,4,2,3,2,4,2,3,2
2019-10-25,1960-01-01 16:23:00,5,3,3,728300106,62,2,0,1,2,2,3,3,3,3,-1,3,3,5,-1,3,-1
2019-10-25,1960-01-01 16:28:00,1,1,3,201001225,33,2,0,3,5,3,2,3,4,4,4,3,4,4,4,4,4
2019-10-25,1960-01-01 16:40:00,4,3,3,464100818,63,2,1,3,8,-1,-1,4,-1,1,-1,-1,1,5,-1,5,-1
2019-10-25,1960-01-01 16:42:00,9,2,3,718100509,53,2,0,1,1,3,3,3,4,4,4,4,3,5,4,4,4
2019-10-25,1960-01-01 16:44:00,7,2,3,485904706,21,1,0,1,1,4,4,3,4,4,4,4,4,4,3,5,4
2019-10-25,1960-01-01 16:45:00,2,3,3,241201915,38,2,1,2,3,4,3,3,4,4,4,3,3,5,4,4,4
2019-10-25,1960-01-01 16:50:00,1,1,3,180904018,57,1,1,1,1,4,3,2,1,3,3,3,2,4,3,3,3
2019-10-25,1960-01-01 16:51:00,1,1,3,60303003,41,1,1,1,1,1,3,3,1,3,2,2,3,4,2,2,1
2019-10-25,1960-01-01 16:53:00,1,1,3,70400810,29,2,0,3,2,-1,3,1,1,1,-1,3,-1,5,5,3,-1
2019-10-25,1960-01-01 16:54:00,1,1,3,70401203,48,2,1,2,3,3,4,5,1,4,2,2,3,4,-1,2,3
2019-10-25,1960-01-01 16:57:00,1,1,3,70401204,77,2,0,1,1,2,2,4,5,3,1,2,2,5,2,3,3
2019-10-25,1960-01-01 17:00:00,4,3,3,322105821,30,1,1,2,3,-1,-1,-1,2,5,-1,4,5,5,-1,4,-1
2019-10-25,1960-01-01 17:15:00,1,1,3,201001226,29,2,0,3,4,4,2,3,2,3,3,3,3,5,4,3,3
2019-10-25,1960-01-01 17:15:00,1,1,3,140701015,46,2,0,2,6,3,3,3,2,2,2,4,3,4,3,3,3
2019-10-25,1960-01-01 17:23:00,2,3,3,241202808,45,2,1,1,2,4,3,4,4,4,3,4,4,5,4,4,4
2019-10-25,1960-01-01 17:25:00,2,3,3,261502218,35,2,0,-3,-3,5,4,5,1,4,-1,3,3,5,-1,4,-1
2019-10-25,1960-01-01 17:38:00,4,3,3,322105812,36,2,1,2,4,4,4,4,4,4,-1,3,4,5,-1,3,4
2019-10-25,1960-01-01 17:40:00,5,3,3,728300109,31,2,0,2,2,2,2,3,3,3,4,4,4,4,4,4,4
2019-10-25,1960-01-01 17:57:00,7,2,3,485904707,52,2,1,1,1,1,1,3,3,3,2,3,4,4,-1,4,3
2019-10-25,1960-01-01 18:07:00,9,2,3,718100513,30,2,0,1,3,3,2,2,2,3,3,4,2,4,2,4,4
2019-10-25,1960-01-01 18:22:00,9,2,3,697906307,63,2,1,1,2,4,3,3,4,5,4,4,4,5,4,4,4
2019-10-25,1960-01-01 18:33:00,7,2,3,485904710,41,2,1,1,4,2,2,1,1,3,3,3,-1,4,3,3,3
2019-10-25,1960-01-01 18:45:00,4,3,3,322105817,32,2,0,3,4,-1,-1,-1,-1,4,-1,4,4,5,-1,4,-1
2019-10-25,1960-01-01 18:53:00,1,1,3,70401218,31,2,1,3,6,3,3,3,1,3,3,3,3,5,3,3,3
2019-10-25,1960-01-01 18:57:00,1,1,3,70401217,68,2,1,1,8,-1,1,1,1,3,1,2,3,4,3,-1,-1
2019-10-25,1960-01-01 19:11:00,5,3,3,728300113,83,2,0,2,8,3,3,3,3,3,-1,4,4,5,4,4,-1
2019-10-25,1960-01-01 19:36:00,9,2,3,718100508,62,2,1,1,-3,1,1,2,1,3,2,3,2,3,2,3,4
2019-10-25,1960-01-01 19:38:00,5,3,3,728302917,36,1,1,1,2,-1,3,3,3,3,3,3,3,4,3,3,3
2019-10-25,1960-01-01 20:13:00,1,1,3,70401222,62,2,0,1,4,2,2,3,3,3,3,3,-1,5,3,-1,2
2019-10-25,1960-01-01 20:59:00,5,3,3,728302913,46,1,1,1,2,-1,1,1,1,4,-1,1,1,1,2,1,1
2019-10-26,1960-01-01 10:36:00,2,3,3,403303021,60,1,1,2,5,1,-1,2,1,3,1,4,1,4,4,1,2
2019-10-26,1960-01-01 10:51:00,4,3,3,464100502,33,2,0,4,2,-1,-1,-1,1,5,-1,-1,4,5,-1,1,4
2019-10-26,1960-01-01 10:51:00,2,3,3,241202301,55,2,1,1,4,3,3,2,3,3,4,3,3,4,4,4,4
2019-10-26,1960-01-01 10:55:00,2,3,3,372701805,78,2,0,3,8,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-26,1960-01-01 10:56:00,4,3,3,342503715,44,2,1,3,2,3,3,3,-1,4,3,4,4,4,4,3,3
2019-10-26,1960-01-01 11:40:00,2,3,3,241202919,35,2,1,2,4,3,1,2,2,4,3,3,4,5,-1,3,3
2019-10-26,1960-01-01 11:44:00,4,3,3,464100503,80,2,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1
2019-10-26,1960-01-01 11:56:00,2,3,3,281703805,55,2,0,1,4,3,3,3,3,3,3,-1,3,4,3,3,3
2019-10-26,1960-01-01 12:06:00,4,3,3,342503716,87,2,0,1,8,3,3,3,1,3,3,4,3,4,3,-1,-1
2019-10-26,1960-01-01 12:07:00,2,3,3,281800319,52,2,0,1,5,1,1,1,1,1,3,2,1,5,4,4,-1
2019-10-26,1960-01-01 12:27:00,4,3,3,464100506,69,1,0,1,2,1,-1,-1,-1,5,-1,-1,1,5,-1,5,-1
2019-10-26,1960-01-01 12:34:00,8,2,3,464006712,65,1,0,1,4,4,4,4,4,4,2,4,3,4,3,2,2
2019-10-26,1960-01-01 12:38:00,2,3,3,372701810,47,1,1,1,4,3,3,3,3,3,3,3,3,5,3,1,2
2019-10-26,1960-01-01 12:46:00,1,1,3,50306515,39,2,1,1,3,2,3,3,1,2,4,3,3,2,4,4,3
2019-10-26,1960-01-01 13:03:00,2,3,3,241200906,68,2,1,2,1,3,1,3,1,4,3,4,4,5,3,3,-1
2019-10-26,1960-01-01 13:12:00,4,3,3,342503717,33,1,1,1,2,-1,3,3,1,3,3,3,3,4,3,2,2
2019-10-26,1960-01-01 13:18:00,2,3,3,281800321,63,2,0,3,2,-1,2,2,2,3,2,4,2,4,4,-1,-1
2019-10-26,1960-01-01 13:24:00,8,2,3,464000201,64,1,0,1,4,4,4,4,4,4,2,3,4,4,4,3,3
2019-10-26,1960-01-01 13:24:00,1,1,3,140702810,34,2,1,3,4,3,3,1,1,3,4,3,3,5,4,4,4
2019-10-26,1960-01-01 13:26:00,6,2,3,271600112,71,2,0,1,2,2,2,2,2,3,2,3,2,3,3,2,2
2019-10-26,1960-01-01 13:38:00,2,3,3,241202918,65,2,0,1,8,-1,3,3,2,3,2,3,4,5,4,4,4
2019-10-26,1960-01-01 13:46:00,2,3,3,281703817,27,2,0,1,4,-1,-1,3,-1,4,-1,3,3,4,-1,-1,-1
2019-10-26,1960-01-01 13:59:00,2,3,3,372701815,59,2,1,3,4,3,1,3,1,2,4,3,3,3,5,-1,2
2019-10-26,1960-01-01 14:02:00,8,2,3,464000202,50,2,1,2,2,3,2,3,2,5,3,3,3,4,-1,2,3
2019-10-26,1960-01-01 14:29:00,2,3,3,281800322,22,2,1,1,1,5,5,5,5,5,2,2,5,5,5,5,5
2019-10-26,1960-01-01 14:30:00,4,3,3,464100509,61,1,0,5,2,-1,-1,-1,-1,-1,-1,-1,1,5,-1,-1,-1
2019-10-26,1960-01-01 14:33:00,4,3,3,342503709,49,1,1,3,2,4,4,4,3,4,4,4,4,4,4,4,4
2019-10-26,1960-01-01 14:33:00,6,2,3,271600113,66,1,1,1,2,2,2,2,2,5,-1,3,2,5,3,2,-1
2019-10-26,1960-01-01 14:46:00,8,2,3,362200503,32,1,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5
2019-10-26,1960-01-01 14:51:00,2,3,3,413206103,25,2,0,2,4,2,1,2,3,3,3,2,2,5,3,4,4
2019-10-26,1960-01-01 14:59:00,2,3,3,241200908,53,2,1,2,2,-1,-1,3,3,2,3,3,4,3,-1,3,-1
2019-10-26,1960-01-01 15:03:00,2,3,3,281703819,63,1,0,1,4,-1,3,3,3,4,3,-1,3,4,-1,-1,-1
2019-10-26,1960-01-01 15:03:00,1,1,3,180909321,69,2,1,1,1,-2,-2,-2,-2,4,-2,3,-2,-2,-2,-2,-2
2019-10-26,1960-01-01 15:07:00,8,2,3,464000205,24,1,0,3,6,4,4,4,4,4,2,4,4,4,4,2,4
2019-10-26,1960-01-01 15:10:00,2,3,3,372701816,36,2,1,2,5,3,1,3,3,1,3,3,3,5,-1,4,4
2019-10-26,1960-01-01 15:12:00,1,1,3,140703709,60,2,1,3,8,-1,1,2,2,2,4,4,1,5,2,-1,4
2019-10-26,1960-01-01 15:18:00,6,2,3,271600114,71,2,1,3,2,2,2,2,2,2,-1,2,3,4,2,2,-1
2019-10-26,1960-01-01 15:21:00,4,3,3,464100510,29,1,0,1,1,5,4,-1,-1,5,-1,-1,4,5,-1,5,5
